id,barcode,name,price,category,category_id,image_url
15851,7790070432957,polvo pbizcochuelo exquisita brownies x 400 gr. s,"5.605,00",Almacen,03000000,https://www.lagallega.com.ar/Fotos/Articulos/15851.jpg?v=618
30414,7790070432889,polvo pbizcochuelo exquisita torta de chocolate .,"4.420,00",Almacen,03000000,https://www.lagallega.com.ar/Fotos/Articulos/30414.jpg?v=618
27740,7790070432971,polvo pbizcochuelo exquisita x 540 gr. chocolate,"4.429,00",Almacen,03000000,https://www.lagallega.com.ar/Fotos/Articulos/27740.jpg?v=618
17913,7794000008236,polvo pbizcochuelo maizena sabor chocolate x 450.,"6.514,00",Almacen,03000000,https://www.lagallega.com.ar/Fotos/Articulos/17913.jpg?v=618
30061,7622300148119,polvo phornear royal x100gr.,"2.469,00",Almacen,03000000,https://www.lagallega.com.ar/Fotos/Articulos/30061.jpg?v=618
11694,7622201464882,polvo phornear royal x50gr.,"1.469,00",Almacen,03000000,https://www.lagallega.com.ar/Fotos/Articulos/11694.jpg?v=618
17009,7790580137960,polvo ppreparar brownie arcor x 425 gr. sin glutn,"5.458,00",Almacen,03000000,https://www.lagallega.com.ar/Fotos/Articulos/17009.jpg?v=618
11486,7790070410801,polvo ppreparar cookies exquisita sabor chocolat.,"3.978,00",Almacen,03000000,https://www.lagallega.com.ar/Fotos/Articulos/11486.jpg?v=618
22348,7792900917009,polvo ppreparar crema chantilly dos anclas x 50 g,"1.806,00",Almacen,03000000,https://www.lagallega.com.ar/Fotos/Articulos/22348.jpg?v=618
18220,7790070431318,polvo ppreparar helado exquisita x 52 gr. dulce d,"1.527,00",Almacen,03000000,https://www.lagallega.com.ar/Fotos/Articulos/18220.jpg?v=618
17272,7798048721942,porotos alubia don elio lata x 300 gm,"1.180,19",Almacen,03000000,https://www.lagallega.com.ar/Fotos/Articulos/17272.jpg?v=618
34719,7798048720112,porotos alubia don elio x 500 gr.,"2.039,00",Almacen,03000000,https://www.lagallega.com.ar/Fotos/Articulos/34719.jpg?v=618
34883,7798048720440,porotos alubia olinto x 400 gr.,"1.730,00",Almacen,03000000,https://www.lagallega.com.ar/Fotos/Articulos/34883.jpg?v=618
17615,7790681000354,porotos alubias la egipciana,"2.449,00",Almacen,03000000,https://www.lagallega.com.ar/Fotos/Articulos/17615.jpg?v=618
18815,7790580132491,porotos arcor x300gr.alubia,"1.409,00",Almacen,03000000,https://www.lagallega.com.ar/Fotos/Articulos/18815.jpg?v=618
17274,7798048721966,porotos colorados don elio x 300 gr.,"949,00",Almacen,03000000,https://www.lagallega.com.ar/Fotos/Articulos/17274.jpg?v=618
34720,7798048720129,porotos colorados don elio x 500 gr.,"3.299,00",Almacen,03000000,https://www.lagallega.com.ar/Fotos/Articulos/34720.jpg?v=618
15615,7790681001023,porotos colorados la egipciana x 500 gr.,"2.778,00",Almacen,03000000,https://www.lagallega.com.ar/Fotos/Articulos/15615.jpg?v=618
40268,7798048722284,porotos don elio x 400 gr pallares,"4.049,00",Almacen,03000000,https://www.lagallega.com.ar/Fotos/Articulos/40268.jpg?v=618
90052,7790681001313,porotos l.achiras x500gr.alubi,"1.759,00",Almacen,03000000,https://www.lagallega.com.ar/Fotos/Articulos/90052.jpg?v=618
